candidate_id,candidate_sex,text_excerpt,predicted_name,score,correct,missed_names
EL196_L_1993_03_081_04_1_PF_06,femme,"DES AMBITIONS POUR LE TARN
ELLE ECOUTE ELLE AGIT Pour le Town
CHEZ NOUS C'EST ELLE
JACQUELINE ALQUIER PIERRE LOZAR SUPPLEANT
21/28 MARS 1993 NOTRE DÉPUTÉ Alliance des Français pour le progrès
Sciences Po / fonds CEVIPOF
Alliance des Français pour le progrès
0ECOUTER
C haque citoyen a le droit et doit avoir les moyens de parti- ciper réellement aux décisions, grandes ou modestes, qui concernent la collectivité. C'est une condition de la démo- cratie. Député, Jacqueline ALQUIER a depuis toujours agit pour créer ce lien entre les gens d'ici et les responsables
A PARIS comme ici
Dans un monde où l'arrivisme et la volonté de paraître prennent trop souvent toute la place, Jac- queline ALQUIER s'est tenue à l'écart des camé- ras et des chasseurs de petite phrase. Elle a mené avec discrétion et constance son action. Elle a par- ticipé à la préparation et a adopté des mesures qui ont permis, au niveau national :
- de tracer des chemins pour favoriser l'emploi
- d'améliorer le système éducatif,
- de progresser vers une société plus juste et solidaire.
Pour le développement Local
Chez nous, Jacqueline ALQUIER s'est particuliè- rement engagée pour que les avancées nationa- les aient des retombées en faveur du développe- ment local. Elle a agi pour :
- moderniser les communications, (un aéroport à Castres-Mazamet, ouverture de l'A 68 entre Albi- St-Sulpice-Toulouse, amélioration de la nationale 126 Mazamet-Puylaurens-Toulouse),
- adapter les formations (Institut Universitaire de Technologie à Castres, nouvelles formations post-bac à Mazamet, Touscayrats, lycée forestier à Saint-Amans),
- faciliter les mutations (modernisation des filiè- res textile et bois ... , appui technique pour les entreprises, primes pour les agriculteurs en accompagnement de la PAC).
Pour l'environnement
Depuis 1979, Jacqueline ALQUIER a, soit encou- ragé, soit mené elle-même chaque action capa- ble d'améliorer la protection de l'environnement. Notamment pour la dépollution de l'Agout. Demain, elle contin",Jac,0.999,,
EL196_L_1993_03_081_04_1_PF_06,femme,"DES AMBITIONS POUR LE TARN
ELLE ECOUTE ELLE AGIT Pour le Town
CHEZ NOUS C'EST ELLE
JACQUELINE ALQUIER PIERRE LOZAR SUPPLEANT
21/28 MARS 1993 NOTRE DÉPUTÉ Alliance des Français pour le progrès
Sciences Po / fonds CEVIPOF
Alliance des Français pour le progrès
0ECOUTER
C haque citoyen a le droit et doit avoir les moyens de parti- ciper réellement aux décisions, grandes ou modestes, qui concernent la collectivité. C'est une condition de la démo- cratie. Député, Jacqueline ALQUIER a depuis toujours agit pour créer ce lien entre les gens d'ici et les responsables
A PARIS comme ici
Dans un monde où l'arrivisme et la volonté de paraître prennent trop souvent toute la place, Jac- queline ALQUIER s'est tenue à l'écart des camé- ras et des chasseurs de petite phrase. Elle a mené avec discrétion et constance son action. Elle a par- ticipé à la préparation et a adopté des mesures qui ont permis, au niveau national :
- de tracer des chemins pour favoriser l'emploi
- d'améliorer le système éducatif,
- de progresser vers une société plus juste et solidaire.
Pour le développement Local
Chez nous, Jacqueline ALQUIER s'est particuliè- rement engagée pour que les avancées nationa- les aient des retombées en faveur du développe- ment local. Elle a agi pour :
- moderniser les communications, (un aéroport à Castres-Mazamet, ouverture de l'A 68 entre Albi- St-Sulpice-Toulouse, amélioration de la nationale 126 Mazamet-Puylaurens-Toulouse),
- adapter les formations (Institut Universitaire de Technologie à Castres, nouvelles formations post-bac à Mazamet, Touscayrats, lycée forestier à Saint-Amans),
- faciliter les mutations (modernisation des filiè- res textile et bois ... , appui technique pour les entreprises, primes pour les agriculteurs en accompagnement de la PAC).
Pour l'environnement
Depuis 1979, Jacqueline ALQUIER a, soit encou- ragé, soit mené elle-même chaque action capa- ble d'améliorer la protection de l'environnement. Notamment pour la dépollution de l'Agout. Demain, elle contin",queline ALQUIER,0.999,,
EL196_L_1993_03_081_04_1_PF_06,femme,"DES AMBITIONS POUR LE TARN
ELLE ECOUTE ELLE AGIT Pour le Town
CHEZ NOUS C'EST ELLE
JACQUELINE ALQUIER PIERRE LOZAR SUPPLEANT
21/28 MARS 1993 NOTRE DÉPUTÉ Alliance des Français pour le progrès
Sciences Po / fonds CEVIPOF
Alliance des Français pour le progrès
0ECOUTER
C haque citoyen a le droit et doit avoir les moyens de parti- ciper réellement aux décisions, grandes ou modestes, qui concernent la collectivité. C'est une condition de la démo- cratie. Député, Jacqueline ALQUIER a depuis toujours agit pour créer ce lien entre les gens d'ici et les responsables
A PARIS comme ici
Dans un monde où l'arrivisme et la volonté de paraître prennent trop souvent toute la place, Jac- queline ALQUIER s'est tenue à l'écart des camé- ras et des chasseurs de petite phrase. Elle a mené avec discrétion et constance son action. Elle a par- ticipé à la préparation et a adopté des mesures qui ont permis, au niveau national :
- de tracer des chemins pour favoriser l'emploi
- d'améliorer le système éducatif,
- de progresser vers une société plus juste et solidaire.
Pour le développement Local
Chez nous, Jacqueline ALQUIER s'est particuliè- rement engagée pour que les avancées nationa- les aient des retombées en faveur du développe- ment local. Elle a agi pour :
- moderniser les communications, (un aéroport à Castres-Mazamet, ouverture de l'A 68 entre Albi- St-Sulpice-Toulouse, amélioration de la nationale 126 Mazamet-Puylaurens-Toulouse),
- adapter les formations (Institut Universitaire de Technologie à Castres, nouvelles formations post-bac à Mazamet, Touscayrats, lycée forestier à Saint-Amans),
- faciliter les mutations (modernisation des filiè- res textile et bois ... , appui technique pour les entreprises, primes pour les agriculteurs en accompagnement de la PAC).
Pour l'environnement
Depuis 1979, Jacqueline ALQUIER a, soit encou- ragé, soit mené elle-même chaque action capa- ble d'améliorer la protection de l'environnement. Notamment pour la dépollution de l'Agout. Demain, elle contin",Jacqueline ALQUIER,0.999,,
EL196_L_1993_03_081_04_1_PF_06,femme,"DES AMBITIONS POUR LE TARN
ELLE ECOUTE ELLE AGIT Pour le Town
CHEZ NOUS C'EST ELLE
JACQUELINE ALQUIER PIERRE LOZAR SUPPLEANT
21/28 MARS 1993 NOTRE DÉPUTÉ Alliance des Français pour le progrès
Sciences Po / fonds CEVIPOF
Alliance des Français pour le progrès
0ECOUTER
C haque citoyen a le droit et doit avoir les moyens de parti- ciper réellement aux décisions, grandes ou modestes, qui concernent la collectivité. C'est une condition de la démo- cratie. Député, Jacqueline ALQUIER a depuis toujours agit pour créer ce lien entre les gens d'ici et les responsables
A PARIS comme ici
Dans un monde où l'arrivisme et la volonté de paraître prennent trop souvent toute la place, Jac- queline ALQUIER s'est tenue à l'écart des camé- ras et des chasseurs de petite phrase. Elle a mené avec discrétion et constance son action. Elle a par- ticipé à la préparation et a adopté des mesures qui ont permis, au niveau national :
- de tracer des chemins pour favoriser l'emploi
- d'améliorer le système éducatif,
- de progresser vers une société plus juste et solidaire.
Pour le développement Local
Chez nous, Jacqueline ALQUIER s'est particuliè- rement engagée pour que les avancées nationa- les aient des retombées en faveur du développe- ment local. Elle a agi pour :
- moderniser les communications, (un aéroport à Castres-Mazamet, ouverture de l'A 68 entre Albi- St-Sulpice-Toulouse, amélioration de la nationale 126 Mazamet-Puylaurens-Toulouse),
- adapter les formations (Institut Universitaire de Technologie à Castres, nouvelles formations post-bac à Mazamet, Touscayrats, lycée forestier à Saint-Amans),
- faciliter les mutations (modernisation des filiè- res textile et bois ... , appui technique pour les entreprises, primes pour les agriculteurs en accompagnement de la PAC).
Pour l'environnement
Depuis 1979, Jacqueline ALQUIER a, soit encou- ragé, soit mené elle-même chaque action capa- ble d'améliorer la protection de l'environnement. Notamment pour la dépollution de l'Agout. Demain, elle contin",Jacqueline ALQUIER,0.999,,
EL137_L_1981_06_095_04_1_PF_04,femme,"Sciences Po / fonds CEVIPOF
ÉLECTIONS LÉGISLATIVES DU 14 JUIN 1981
4ÈME CIRCONSCRIPTION DU VAL D'OISE
Suppléant : Marc ESPA 33 ans, marié, un enfant, cadre de collecti- vité locale, militant associatif, secré- taire du Parti Socialiste à Saint- Gratien.
MARIE-FRANCE LECUIR
40 ans, mariée et mère de deux enfants, professeur, militante syndicaliste et de la vie associative, membre du Comité Directeur et du Bureau du Parti Socialiste, Con- seillère générale du Val d'Oise.
Femme et mère de famille, je suis particulièrement attachée à ce que la nouvelle politique améliore notre vie quotidienne et nous permette de choisir, et non plus de subir.
Exerçant une profession, je veux que toutes celles et tous ceux qui veulent travailler puissent avoir un emploi.
Militante d'associations, je crois que les gouvernements, même de gauche, ne peuvent pas tout : nous devons prendre nos affaires en main, nous organiser pour défendre nos libertés, notre environnement, etc ...
Syndicaliste, je vois les forces vives du pays enfin écoutées, les travailleurs davantage respectés, leurs droits étendus.
Elue départementale, je connais les problèmes de la Vallée de Montmorency :
· Le manque d'emplois sur place
· Les cœurs de ville rasés comme à Saint-Gratien, Groslay et Ermont
Le rejet des habitants dans des cités inhumaines, La vétusté de certains centres tels que Saint-Prix ou Deuil
· Les autobus insuffisants, La ligne Ermont-Invalides en panne, La ligne Ermont-Cergy abandonnée
· Les nuisances urbaines avec le projet de l'A 87, pudiquement rebaptisé B.I.P., en particulier à Soisy
· Les équipements sanitaires trop peu nombreux ou à restaurer : hôpital d'Eaubonne
· Les absences non remplacées d'enseignants et les suppressions de classes injustifiées : St Leu, Montmorency, ...
· Les nuisances aériennes aggravées avec l'ouver- ture de la piste nº 2 de Roissy
· Les risques de destruction de la forêt et pollution avec le foudroyage des carrières de gypse
Responsable nationale du Parti Socialiste, j",Marc ESPA,0.995,,
EL137_L_1981_06_095_04_1_PF_04,femme,"Sciences Po / fonds CEVIPOF
ÉLECTIONS LÉGISLATIVES DU 14 JUIN 1981
4ÈME CIRCONSCRIPTION DU VAL D'OISE
Suppléant : Marc ESPA 33 ans, marié, un enfant, cadre de collecti- vité locale, militant associatif, secré- taire du Parti Socialiste à Saint- Gratien.
MARIE-FRANCE LECUIR
40 ans, mariée et mère de deux enfants, professeur, militante syndicaliste et de la vie associative, membre du Comité Directeur et du Bureau du Parti Socialiste, Con- seillère générale du Val d'Oise.
Femme et mère de famille, je suis particulièrement attachée à ce que la nouvelle politique améliore notre vie quotidienne et nous permette de choisir, et non plus de subir.
Exerçant une profession, je veux que toutes celles et tous ceux qui veulent travailler puissent avoir un emploi.
Militante d'associations, je crois que les gouvernements, même de gauche, ne peuvent pas tout : nous devons prendre nos affaires en main, nous organiser pour défendre nos libertés, notre environnement, etc ...
Syndicaliste, je vois les forces vives du pays enfin écoutées, les travailleurs davantage respectés, leurs droits étendus.
Elue départementale, je connais les problèmes de la Vallée de Montmorency :
· Le manque d'emplois sur place
· Les cœurs de ville rasés comme à Saint-Gratien, Groslay et Ermont
Le rejet des habitants dans des cités inhumaines, La vétusté de certains centres tels que Saint-Prix ou Deuil
· Les autobus insuffisants, La ligne Ermont-Invalides en panne, La ligne Ermont-Cergy abandonnée
· Les nuisances urbaines avec le projet de l'A 87, pudiquement rebaptisé B.I.P., en particulier à Soisy
· Les équipements sanitaires trop peu nombreux ou à restaurer : hôpital d'Eaubonne
· Les absences non remplacées d'enseignants et les suppressions de classes injustifiées : St Leu, Montmorency, ...
· Les nuisances aériennes aggravées avec l'ouver- ture de la piste nº 2 de Roissy
· Les risques de destruction de la forêt et pollution avec le foudroyage des carrières de gypse
Responsable nationale du Parti Socialiste, j",MARIE-FRANCE LECUIR,0.997,,
EL105_L_1978_03_070_01_1_PF_06,femme,"Sciences Po / fonds CEVIPOF
ÉLECTIONS LÉGISLATIVES du 12 MARS 1978
1ère CIRCONSCRIPTION du DÉPARTEMENT de la HAUTE-SAONE
PETITOT Christiane Institutrice - 28 ans
candidate présentée par LUTTE OUVRIERE
Suppléant : VASSEUR Robert - Ouvrier - 39 ans
TRAVAILLEUSES, TRAVAILLEURS,
LUTTE OUVRIERE, le parti que je représente ici, présente des candidats dans toutes les circons- criptions du pays, et parmi ces candidats, il y a 191 femmes. C'est de loin le parti qui présente le plus de femmes, et c'est le seul dont le porte-parole national, Arlette Laguiller, soit aussi une femme.
TRAVAILLEUSES, TRAVAILLEURS,
- Et par travailleurs, j'entends les ouvriers, les employés, les artisans, les petits paysans, les petits commerçants et les femmes dont on oublie toujours le travail au foyer -.
Je sollicite vos suffrages, car je crois, en tant que femme et en tant que travailleuse que, si vous m'en jugez digne, je pourrai vous représenter valablement et utilement au Parlement, y dire tout ce que vous aurez à dire aux politiciens et y faire entendre votre voix, quelles que soient les circons- tances politiques.
IL FAUT VOTER CONTRE LA DROITE
Il faut que les travailleurs, le 12 mars, votent massivement contre la droite qui fait retomber tout le poids de la crise sur les petites gens . Les ouvriers, les employés ne peuvent pas approuver le plan d'austérité, le blocage de salaires, et le chômage, ils doivent voter contre les amis politiques de Barre et Chirac.
Les petits paysans, les petits commerçants, les artisans doivent, eux aussi, voter contre les hommes politiques de la droite qui ont surimposé les petits pour mieux subventionner les gros. Sous leur gouver- nement, plus du quart de la paysannerie a été chassé de ses terres, des centaines de milliers de jeunes ont dû quitter les campagnes, faute de pouvoir y vivre. Des dizaines de milliers de petits commerçants ont été saignés par le percepteur, ruinés par la concurrence des grandes surfaces, alors que le maximum de subventions va au ",PETITOT Christiane,0.996,,
EL105_L_1978_03_070_01_1_PF_06,femme,"Sciences Po / fonds CEVIPOF
ÉLECTIONS LÉGISLATIVES du 12 MARS 1978
1ère CIRCONSCRIPTION du DÉPARTEMENT de la HAUTE-SAONE
PETITOT Christiane Institutrice - 28 ans
candidate présentée par LUTTE OUVRIERE
Suppléant : VASSEUR Robert - Ouvrier - 39 ans
TRAVAILLEUSES, TRAVAILLEURS,
LUTTE OUVRIERE, le parti que je représente ici, présente des candidats dans toutes les circons- criptions du pays, et parmi ces candidats, il y a 191 femmes. C'est de loin le parti qui présente le plus de femmes, et c'est le seul dont le porte-parole national, Arlette Laguiller, soit aussi une femme.
TRAVAILLEUSES, TRAVAILLEURS,
- Et par travailleurs, j'entends les ouvriers, les employés, les artisans, les petits paysans, les petits commerçants et les femmes dont on oublie toujours le travail au foyer -.
Je sollicite vos suffrages, car je crois, en tant que femme et en tant que travailleuse que, si vous m'en jugez digne, je pourrai vous représenter valablement et utilement au Parlement, y dire tout ce que vous aurez à dire aux politiciens et y faire entendre votre voix, quelles que soient les circons- tances politiques.
IL FAUT VOTER CONTRE LA DROITE
Il faut que les travailleurs, le 12 mars, votent massivement contre la droite qui fait retomber tout le poids de la crise sur les petites gens . Les ouvriers, les employés ne peuvent pas approuver le plan d'austérité, le blocage de salaires, et le chômage, ils doivent voter contre les amis politiques de Barre et Chirac.
Les petits paysans, les petits commerçants, les artisans doivent, eux aussi, voter contre les hommes politiques de la droite qui ont surimposé les petits pour mieux subventionner les gros. Sous leur gouver- nement, plus du quart de la paysannerie a été chassé de ses terres, des centaines de milliers de jeunes ont dû quitter les campagnes, faute de pouvoir y vivre. Des dizaines de milliers de petits commerçants ont été saignés par le percepteur, ruinés par la concurrence des grandes surfaces, alors que le maximum de subventions va au ",VASSEUR Robert,0.995,,
EL105_L_1978_03_070_01_1_PF_06,femme,"Sciences Po / fonds CEVIPOF
ÉLECTIONS LÉGISLATIVES du 12 MARS 1978
1ère CIRCONSCRIPTION du DÉPARTEMENT de la HAUTE-SAONE
PETITOT Christiane Institutrice - 28 ans
candidate présentée par LUTTE OUVRIERE
Suppléant : VASSEUR Robert - Ouvrier - 39 ans
TRAVAILLEUSES, TRAVAILLEURS,
LUTTE OUVRIERE, le parti que je représente ici, présente des candidats dans toutes les circons- criptions du pays, et parmi ces candidats, il y a 191 femmes. C'est de loin le parti qui présente le plus de femmes, et c'est le seul dont le porte-parole national, Arlette Laguiller, soit aussi une femme.
TRAVAILLEUSES, TRAVAILLEURS,
- Et par travailleurs, j'entends les ouvriers, les employés, les artisans, les petits paysans, les petits commerçants et les femmes dont on oublie toujours le travail au foyer -.
Je sollicite vos suffrages, car je crois, en tant que femme et en tant que travailleuse que, si vous m'en jugez digne, je pourrai vous représenter valablement et utilement au Parlement, y dire tout ce que vous aurez à dire aux politiciens et y faire entendre votre voix, quelles que soient les circons- tances politiques.
IL FAUT VOTER CONTRE LA DROITE
Il faut que les travailleurs, le 12 mars, votent massivement contre la droite qui fait retomber tout le poids de la crise sur les petites gens . Les ouvriers, les employés ne peuvent pas approuver le plan d'austérité, le blocage de salaires, et le chômage, ils doivent voter contre les amis politiques de Barre et Chirac.
Les petits paysans, les petits commerçants, les artisans doivent, eux aussi, voter contre les hommes politiques de la droite qui ont surimposé les petits pour mieux subventionner les gros. Sous leur gouver- nement, plus du quart de la paysannerie a été chassé de ses terres, des centaines de milliers de jeunes ont dû quitter les campagnes, faute de pouvoir y vivre. Des dizaines de milliers de petits commerçants ont été saignés par le percepteur, ruinés par la concurrence des grandes surfaces, alors que le maximum de subventions va au ",Arlette Laguiller,0.999,,
EL105_L_1978_03_070_01_1_PF_06,femme,"Sciences Po / fonds CEVIPOF
ÉLECTIONS LÉGISLATIVES du 12 MARS 1978
1ère CIRCONSCRIPTION du DÉPARTEMENT de la HAUTE-SAONE
PETITOT Christiane Institutrice - 28 ans
candidate présentée par LUTTE OUVRIERE
Suppléant : VASSEUR Robert - Ouvrier - 39 ans
TRAVAILLEUSES, TRAVAILLEURS,
LUTTE OUVRIERE, le parti que je représente ici, présente des candidats dans toutes les circons- criptions du pays, et parmi ces candidats, il y a 191 femmes. C'est de loin le parti qui présente le plus de femmes, et c'est le seul dont le porte-parole national, Arlette Laguiller, soit aussi une femme.
TRAVAILLEUSES, TRAVAILLEURS,
- Et par travailleurs, j'entends les ouvriers, les employés, les artisans, les petits paysans, les petits commerçants et les femmes dont on oublie toujours le travail au foyer -.
Je sollicite vos suffrages, car je crois, en tant que femme et en tant que travailleuse que, si vous m'en jugez digne, je pourrai vous représenter valablement et utilement au Parlement, y dire tout ce que vous aurez à dire aux politiciens et y faire entendre votre voix, quelles que soient les circons- tances politiques.
IL FAUT VOTER CONTRE LA DROITE
Il faut que les travailleurs, le 12 mars, votent massivement contre la droite qui fait retomber tout le poids de la crise sur les petites gens . Les ouvriers, les employés ne peuvent pas approuver le plan d'austérité, le blocage de salaires, et le chômage, ils doivent voter contre les amis politiques de Barre et Chirac.
Les petits paysans, les petits commerçants, les artisans doivent, eux aussi, voter contre les hommes politiques de la droite qui ont surimposé les petits pour mieux subventionner les gros. Sous leur gouver- nement, plus du quart de la paysannerie a été chassé de ses terres, des centaines de milliers de jeunes ont dû quitter les campagnes, faute de pouvoir y vivre. Des dizaines de milliers de petits commerçants ont été saignés par le percepteur, ruinés par la concurrence des grandes surfaces, alors que le maximum de subventions va au ",Barre,0.997,,
EL105_L_1978_03_070_01_1_PF_06,femme,"Sciences Po / fonds CEVIPOF
ÉLECTIONS LÉGISLATIVES du 12 MARS 1978
1ère CIRCONSCRIPTION du DÉPARTEMENT de la HAUTE-SAONE
PETITOT Christiane Institutrice - 28 ans
candidate présentée par LUTTE OUVRIERE
Suppléant : VASSEUR Robert - Ouvrier - 39 ans
TRAVAILLEUSES, TRAVAILLEURS,
LUTTE OUVRIERE, le parti que je représente ici, présente des candidats dans toutes les circons- criptions du pays, et parmi ces candidats, il y a 191 femmes. C'est de loin le parti qui présente le plus de femmes, et c'est le seul dont le porte-parole national, Arlette Laguiller, soit aussi une femme.
TRAVAILLEUSES, TRAVAILLEURS,
- Et par travailleurs, j'entends les ouvriers, les employés, les artisans, les petits paysans, les petits commerçants et les femmes dont on oublie toujours le travail au foyer -.
Je sollicite vos suffrages, car je crois, en tant que femme et en tant que travailleuse que, si vous m'en jugez digne, je pourrai vous représenter valablement et utilement au Parlement, y dire tout ce que vous aurez à dire aux politiciens et y faire entendre votre voix, quelles que soient les circons- tances politiques.
IL FAUT VOTER CONTRE LA DROITE
Il faut que les travailleurs, le 12 mars, votent massivement contre la droite qui fait retomber tout le poids de la crise sur les petites gens . Les ouvriers, les employés ne peuvent pas approuver le plan d'austérité, le blocage de salaires, et le chômage, ils doivent voter contre les amis politiques de Barre et Chirac.
Les petits paysans, les petits commerçants, les artisans doivent, eux aussi, voter contre les hommes politiques de la droite qui ont surimposé les petits pour mieux subventionner les gros. Sous leur gouver- nement, plus du quart de la paysannerie a été chassé de ses terres, des centaines de milliers de jeunes ont dû quitter les campagnes, faute de pouvoir y vivre. Des dizaines de milliers de petits commerçants ont été saignés par le percepteur, ruinés par la concurrence des grandes surfaces, alors que le maximum de subventions va au ",Chirac,0.998,,
EL068_L_1973_03_075_18_1_PF_04,femme,"Sciences Po / fonds CEVIPOF
ELECTIONS LEGISLATIVES DU 4 MARS 1973 - PARIS , 18e CIRCONSCRIPTION
PSU
Le Parti Socialiste Unifié présente
Gilberte Marqueste
Attachée de direction
SUPPLEANT
Michel Geoffroy Cadre à la Sécurité Sociale
LE 15e A VENDRE
Le 15e se transforme. Dans notre dos, tout se décide au nom de l'argent. Des exemples ?
LOGEMENT : Promoteurs privés ou sociétés mixtes (SEMEA 15) chassent les vieux habitants du quartier, au besoin aidés par la police (43 rue Saint-Charles). Ils font matraquer ceux qui manifestent pour un reloge- ment décent (19 janvier, devant l'Eglise de Grenelle).
Ils construisent des hôtels de luxe (Hilton), des bureaux (tour Montparnasse), des appartements pour riches (front de Seine) ... et quelques logements sociaux : sur 65.565 logements construits à Paris de 65 à 70, 8994 HLM ! Dans le même temps, l'OCEFI, filiale de la Banque Paribas, double son chiffre d'affaires. Ses profits ? devinez ...
EQUIPEMENTS COLLECTIFS : pour 245.000 habi- tants : 366 places de crèche, une seule MJC, des écoles surpeuplées, 30 % des besoins en lits hospitaliers insa- tisfaits (de source officielle) ... A part les piscines et les garderies des ""résidences"", les équipements collec-
tifs n'intéressent pas les promoteurs. Sur les terrains Citroën, on ne prévoit pas de verdure, mais 150.000 m2 de bureaux. Quant aux transports, ils nous roulent !
EMPLOI : Le patronat et le pouvoir chassent les ouvriers de Citroën, les employés de commerce et de la petite industrie ; déjà s'installent à leur place cadres de grandes sociétés assurances, banques, sièges sociaux.
Aux chèques Postaux : 5.000 emplois supprimés durant le 6e plan ; d'où cadences plus fortes, crises de nerfs, baisse de qualité du service. A la CAF : personnel sur- chargé, dossiers toujours plus nombreux, allocataires exaspérés. Citroën : un patronat de combat aidé par un syndicat maison dévoué.
Habitants forcés de partir, travailleurs exploités, tous nous sommes victimes du système capitaliste et de ",Gilberte Marqueste,0.997,,
EL068_L_1973_03_075_18_1_PF_04,femme,"Sciences Po / fonds CEVIPOF
ELECTIONS LEGISLATIVES DU 4 MARS 1973 - PARIS , 18e CIRCONSCRIPTION
PSU
Le Parti Socialiste Unifié présente
Gilberte Marqueste
Attachée de direction
SUPPLEANT
Michel Geoffroy Cadre à la Sécurité Sociale
LE 15e A VENDRE
Le 15e se transforme. Dans notre dos, tout se décide au nom de l'argent. Des exemples ?
LOGEMENT : Promoteurs privés ou sociétés mixtes (SEMEA 15) chassent les vieux habitants du quartier, au besoin aidés par la police (43 rue Saint-Charles). Ils font matraquer ceux qui manifestent pour un reloge- ment décent (19 janvier, devant l'Eglise de Grenelle).
Ils construisent des hôtels de luxe (Hilton), des bureaux (tour Montparnasse), des appartements pour riches (front de Seine) ... et quelques logements sociaux : sur 65.565 logements construits à Paris de 65 à 70, 8994 HLM ! Dans le même temps, l'OCEFI, filiale de la Banque Paribas, double son chiffre d'affaires. Ses profits ? devinez ...
EQUIPEMENTS COLLECTIFS : pour 245.000 habi- tants : 366 places de crèche, une seule MJC, des écoles surpeuplées, 30 % des besoins en lits hospitaliers insa- tisfaits (de source officielle) ... A part les piscines et les garderies des ""résidences"", les équipements collec-
tifs n'intéressent pas les promoteurs. Sur les terrains Citroën, on ne prévoit pas de verdure, mais 150.000 m2 de bureaux. Quant aux transports, ils nous roulent !
EMPLOI : Le patronat et le pouvoir chassent les ouvriers de Citroën, les employés de commerce et de la petite industrie ; déjà s'installent à leur place cadres de grandes sociétés assurances, banques, sièges sociaux.
Aux chèques Postaux : 5.000 emplois supprimés durant le 6e plan ; d'où cadences plus fortes, crises de nerfs, baisse de qualité du service. A la CAF : personnel sur- chargé, dossiers toujours plus nombreux, allocataires exaspérés. Citroën : un patronat de combat aidé par un syndicat maison dévoué.
Habitants forcés de partir, travailleurs exploités, tous nous sommes victimes du système capitaliste et de ",Michel Geoffroy,0.995,,
EL066_L_1973_03_033_04_1_PF_01,femme,"Sciences Po / fonds CEVIPOF
Elections législatives 4 et 11 mars 1973
Département de la Gironde (Quatrième circonscription)
CANDIDATS DU PARTI COMMUNISTE FRANÇAIS POUR L'UNION POPULAIRE ET LA VICTOIRE DU PROGRAMME COMMUN
HENRIETTE POIRIER Institutrice Secrétaire fédéral
Suppléant : Pierre DEGEILH Ouvrier des pétroles Ancien adjoint au maire de Lormont Secrétaire de section
MADAME, MONSIEUR,
Je m'adresse à vous et je sollicite votre suffrage comme candidate présentée par le Parti com- muniste français, avec la conviction profonde qu'en votant communiste vous choisirez le moyen le plus sûr de changer votre vie, de la rendre plus belle et plus heureuse pour vous, vos enfants, votre famille.
Ces élections auront une importance exceptionnelle. Le suffrage universel doit, de la manière la plus nette, condamner la politique du pouvoir actuel et se prononcer pour l'adoption et la mise en œuvre du programme commun de gouvernement conclu entre les partis de gauche.
Malgré les promesses de Chaban-Delmas, une crise, dont tout le monde peut aujourd'hui mesurer les conséquences, atteint notre pays et notamment notre région. La rive droite, où nous vivons, est un exemple d'agglomérations autrefois à forte concentration industrielle et qui, depuis quinze ans, ont vu se multiplier les fermetures d'usines.
En Gironde, un travailleur sur trois (dont une majorité de femmes) gagne moins de 1 000 F par mois. Le nombre des demandeurs d'emploi a doublé depuis cinq ans.
Les paysans sont chassés de leurs terres et les viticulteurs de notre région sont bien conscients de la fragilité d'un conjoncture relativement favorable.
De nombreux commerçants sont éliminés, notamment par une politique nationale et régionale qui favorise systématiquement l'implantation des grandes surfaces.
L'Education nationale, privée des moyens nécessaires et victime d'une orientation gouvernemen- tale qui la sacrifie, ne répond pas aux besoins de la population et de l'avenir du pays.
Comment laisserions-nous se perpétu",HENRIETTE POIRIER,0.993,,
EL066_L_1973_03_033_04_1_PF_01,femme,"Sciences Po / fonds CEVIPOF
Elections législatives 4 et 11 mars 1973
Département de la Gironde (Quatrième circonscription)
CANDIDATS DU PARTI COMMUNISTE FRANÇAIS POUR L'UNION POPULAIRE ET LA VICTOIRE DU PROGRAMME COMMUN
HENRIETTE POIRIER Institutrice Secrétaire fédéral
Suppléant : Pierre DEGEILH Ouvrier des pétroles Ancien adjoint au maire de Lormont Secrétaire de section
MADAME, MONSIEUR,
Je m'adresse à vous et je sollicite votre suffrage comme candidate présentée par le Parti com- muniste français, avec la conviction profonde qu'en votant communiste vous choisirez le moyen le plus sûr de changer votre vie, de la rendre plus belle et plus heureuse pour vous, vos enfants, votre famille.
Ces élections auront une importance exceptionnelle. Le suffrage universel doit, de la manière la plus nette, condamner la politique du pouvoir actuel et se prononcer pour l'adoption et la mise en œuvre du programme commun de gouvernement conclu entre les partis de gauche.
Malgré les promesses de Chaban-Delmas, une crise, dont tout le monde peut aujourd'hui mesurer les conséquences, atteint notre pays et notamment notre région. La rive droite, où nous vivons, est un exemple d'agglomérations autrefois à forte concentration industrielle et qui, depuis quinze ans, ont vu se multiplier les fermetures d'usines.
En Gironde, un travailleur sur trois (dont une majorité de femmes) gagne moins de 1 000 F par mois. Le nombre des demandeurs d'emploi a doublé depuis cinq ans.
Les paysans sont chassés de leurs terres et les viticulteurs de notre région sont bien conscients de la fragilité d'un conjoncture relativement favorable.
De nombreux commerçants sont éliminés, notamment par une politique nationale et régionale qui favorise systématiquement l'implantation des grandes surfaces.
L'Education nationale, privée des moyens nécessaires et victime d'une orientation gouvernemen- tale qui la sacrifie, ne répond pas aux besoins de la population et de l'avenir du pays.
Comment laisserions-nous se perpétu",Pierre DEGEILH,0.997,,
